Nose_x,Nose_y,Nose_c,Neck_x,Neck_y,Neck_c,RShoulder_x,RShoulder_y,RShoulder_c,RElbow_x,RElbow_y,RElbow_c,RWrist_x,RWrist_y,RWrist_c,LShoulder_x,LShoulder_y,LShoulder_c,LElbow_x,LElbow_y,LElbow_c,LWrist_x,LWrist_y,LWrist_c,MidHip_x,MidHip_y,MidHip_c,RHip_x,RHip_y,RHip_c,RKnee_x,RKnee_y,RKnee_c,RAnkle_x,RAnkle_y,RAnkle_c,LHip_x,LHip_y,LHip_c,LKnee_x,LKnee_y,LKnee_c,LAnkle_x,LAnkle_y,LAnkle_c,REye_x,REye_y,REye_c,LEye_x,LEye_y,LEye_c,REar_x,REar_y,REar_c,LEar_x,LEar_y,LEar_c,LBigToe_x,LBigToe_y,LBigToe_c,LSmallToe_x,LSmallToe_y,LSmallToe_c,LHeel_x,LHeel_y,LHeel_c,RBigToe_x,RBigToe_y,RBigToe_c,RSmallToe_x,RSmallToe_y,RSmallToe_c,RHeel_x,RHeel_y,RHeel_c
309.71,292.227,0.277671,226.692,297.137,0.719833,206.698,309.797,0.778899,209.186,430.302,0.790402,239.378,513.492,0.832815,241.854,287.084,0.547444,239.381,390.079,0.629246,239.302,478.19,0.529574,138.74,455.553,0.666445,116.142,455.549,0.657196,163.898,611.396,0.745755,148.719,792.318,0.800533,161.385,455.599,0.592725,186.589,586.233,0.723456,189.087,714.542,0.804302,309.816,284.619,0.294083,0.0,0.0,0.0,289.521,264.491,0.521211,0.0,0.0,0.0,251.943,722.073,0.796055,249.302,714.59,0.797078,176.515,734.59,0.68768,209.177,812.401,0.791613,189.131,815.049,0.801819,131.156,804.975,0.746102
307.189,292.061,0.41897,226.702,297.123,0.726097,209.053,309.763,0.784014,209.236,432.858,0.793625,241.855,515.914,0.829432,241.858,287.104,0.557323,241.807,387.693,0.665866,241.825,473.193,0.584738,138.763,455.57,0.66188,116.176,455.578,0.645663,163.85,611.409,0.733768,148.72,792.31,0.796699,161.393,455.608,0.593613,188.927,578.768,0.732955,189.086,714.528,0.799047,307.25,274.584,0.419608,0.0,0.0,0.0,282.112,254.428,0.650093,0.0,0.0,0.0,251.986,722.057,0.7794,249.333,714.587,0.788479,176.512,734.592,0.69173,209.21,812.411,0.785511,191.506,815.058,0.79383,131.154,804.968,0.740077
307.208,292.233,0.350614,224.239,299.653,0.693757,206.637,309.772,0.759403,209.266,435.408,0.793666,241.887,515.971,0.823363,241.82,289.617,0.533796,239.339,390.163,0.601058,239.373,473.178,0.529758,136.279,455.606,0.654111,116.114,458.054,0.639192,163.868,611.332,0.739485,148.723,792.305,0.794616,158.892,458.027,0.583788,188.904,578.756,0.732599,189.076,714.498,0.805434,309.714,282.089,0.318987,312.212,289.548,0.0590571,287.032,259.461,0.432895,0.0,0.0,0.0,251.999,722.064,0.774208,249.342,714.59,0.784821,176.5,734.562,0.702121,209.243,812.416,0.78351,191.532,815.065,0.791691,131.156,804.979,0.739677
309.639,292.172,0.384207,224.241,299.671,0.694178,206.641,309.783,0.76028,209.272,435.407,0.786287,244.302,518.362,0.821959,241.825,289.623,0.535575,239.343,390.14,0.608413,239.374,473.187,0.527691,136.282,455.609,0.652906,116.132,458.058,0.638348,163.866,611.355,0.740498,148.72,792.311,0.794839,158.881,458.03,0.582627,188.907,578.77,0.72818,189.089,714.528,0.803378,309.688,279.555,0.341346,0.0,0.0,0.0,282.107,256.926,0.439411,0.0,0.0,0.0,254.374,722.079,0.770141,249.367,714.598,0.78351,176.51,734.596,0.699563,209.247,812.419,0.782628,191.534,815.071,0.791652,131.153,804.984,0.740494
297.218,294.646,0.422444,224.236,297.169,0.69902,206.565,309.806,0.745097,211.618,437.906,0.779887,241.891,518.355,0.821992,241.873,287.094,0.530674,239.376,390.132,0.635159,239.324,473.158,0.53981,136.251,455.567,0.659801,113.714,455.593,0.641771,161.442,611.432,0.732953,148.711,792.307,0.792243,158.86,455.591,0.584879,186.57,583.755,0.729429,189.073,714.509,0.809803,302.199,284.598,0.383879,309.807,289.548,0.0783353,279.541,264.427,0.458189,0.0,0.0,0.0,254.376,724.496,0.764822,249.361,714.602,0.776871,176.474,734.552,0.708927,209.213,812.411,0.785725,191.512,815.052,0.790425,131.143,804.987,0.739642
299.691,299.642,0.318088,224.208,297.217,0.693099,204.166,312.185,0.741654,211.613,437.941,0.790134,241.882,518.353,0.818539,241.854,287.106,0.537021,239.384,390.12,0.648067,239.36,470.658,0.544542,133.783,455.616,0.667939,113.659,458.057,0.648045,161.433,611.415,0.735466,148.709,792.317,0.786852,156.358,458.032,0.594644,186.549,588.719,0.733837,189.069,714.517,0.817913,307.144,289.541,0.327566,0.0,0.0,0.0,282.072,269.503,0.486067,0.0,0.0,0.0,254.376,722.078,0.760853,249.364,714.595,0.771242,176.455,734.546,0.725191,209.204,812.419,0.783666,191.507,815.064,0.784443,131.136,805.007,0.731582
307.176,302.145,0.275911,221.757,299.639,0.694724,204.139,309.808,0.753704,209.23,432.977,0.786756,241.81,515.954,0.817887,241.818,287.126,0.536432,241.798,390.127,0.681816,239.361,473.153,0.553881,133.773,455.572,0.681571,113.592,455.599,0.662844,161.434,611.372,0.735982,148.698,792.324,0.791453,156.386,455.589,0.604276,186.556,586.234,0.735296,189.046,714.504,0.821834,309.736,289.58,0.297122,0.0,0.0,0.0,284.61,269.578,0.486016,0.0,0.0,0.0,254.379,722.072,0.761853,249.363,714.591,0.772932,174.066,734.505,0.725304,209.197,812.416,0.790225,191.508,815.058,0.790263,128.811,805.03,0.740503
309.78,304.647,0.203381,219.26,299.677,0.688812,206.574,312.294,0.749922,209.212,435.417,0.801902,239.385,515.924,0.8189,236.822,284.607,0.52374,239.297,390.081,0.672944,239.315,473.111,0.577081,133.768,460.539,0.649569,113.706,463.076,0.64014,161.418,611.435,0.738741,146.324,792.343,0.785422,153.876,458.035,0.573625,186.496,586.271,0.717702,189.007,714.495,0.819692,312.272,289.683,0.234264,0.0,0.0,0.0,289.539,272.038,0.508179,0.0,0.0,0.0,254.401,722.059,0.753631,249.377,714.579,0.763887,174.025,734.503,0.724508,209.208,810.062,0.792502,191.527,815.055,0.793317,128.776,807.454,0.732387
304.736,297.149,0.279218,219.232,302.204,0.694841,204.151,312.225,0.759108,209.194,435.43,0.80333,239.372,515.967,0.813397,236.834,289.656,0.549549,236.846,390.254,0.67014,236.833,478.152,0.554435,131.332,455.577,0.692867,111.146,455.589,0.682506,161.426,608.867,0.733747,146.303,792.36,0.782402,153.906,455.603,0.607064,186.486,588.741,0.741813,188.969,714.514,0.822818,307.248,287.077,0.292202,312.161,289.698,0.0566655,279.528,267.004,0.469517,0.0,0.0,0.0,251.898,722.064,0.774744,246.891,714.569,0.758717,173.96,734.504,0.761822,209.229,810.059,0.802004,191.55,815.052,0.804761,128.762,807.494,0.74104
304.723,297.133,0.301173,219.212,304.651,0.699285,204.088,312.185,0.755184,209.189,435.459,0.797147,241.8,518.366,0.810612,236.853,292.127,0.55506,236.843,392.612,0.660484,236.821,478.182,0.532226,131.332,455.572,0.692845,111.141,455.586,0.682736,161.424,608.863,0.731125,146.305,792.366,0.780497,153.912,455.598,0.606543,186.479,588.758,0.739363,188.97,714.509,0.821964,307.231,287.046,0.315027,312.166,289.675,0.0611334,277.066,266.946,0.487126,0.0,0.0,0.0,251.898,722.068,0.77631,246.891,714.571,0.759511,173.962,734.507,0.75841,209.235,810.066,0.80015,191.554,815.061,0.800791,128.759,807.495,0.736509
297.171,294.682,0.460276,216.7,304.697,0.711513,201.628,312.296,0.753127,209.164,435.458,0.803359,239.34,515.977,0.813596,234.358,292.122,0.5586,236.825,392.679,0.631728,236.802,478.145,0.482969,131.321,458.022,0.660678,111.22,458.046,0.655016,161.411,611.36,0.733724,146.328,792.39,0.787958,153.832,458.041,0.577273,186.457,588.77,0.732011,188.919,714.556,0.817954,297.191,284.564,0.431271,309.757,289.537,0.100078,271.977,261.923,0.542868,0.0,0.0,0.0,251.849,724.498,0.782449,246.828,714.597,0.762892,171.605,734.535,0.770186,209.244,810.065,0.798925,191.561,815.07,0.79918,128.798,807.505,0.723644
297.209,302.158,0.422362,216.698,304.671,0.703923,201.614,312.332,0.742076,209.23,440.454,0.792567,239.353,518.364,0.814389,234.348,289.631,0.549287,236.815,392.715,0.665047,236.789,475.638,0.545205,131.338,458.06,0.664963,111.21,458.093,0.654657,161.389,611.397,0.73082,148.694,792.417,0.786726,153.874,458.072,0.583595,186.477,591.229,0.758033,186.57,714.522,0.820509,299.692,289.533,0.416184,309.788,292.059,0.0955218,272.068,266.994,0.570934,0.0,0.0,0.0,249.436,724.514,0.794221,244.361,714.594,0.763131,171.573,732.155,0.746668,209.227,810.044,0.790896,191.545,815.048,0.793309,131.157,807.538,0.709117
302.177,299.694,0.27767,214.29,304.668,0.705587,199.14,312.354,0.734772,209.215,440.481,0.77901,239.326,518.366,0.814714,234.347,289.596,0.547386,234.406,390.205,0.694327,236.806,475.642,0.593935,131.299,460.585,0.65757,113.596,463.111,0.649349,161.35,613.851,0.719469,146.347,792.419,0.780241,151.416,458.089,0.576743,186.466,591.224,0.743995,186.559,714.544,0.81925,304.679,289.562,0.293374,0.0,0.0,0.0,274.55,269.501,0.545581,0.0,0.0,0.0,249.413,724.559,0.802707,244.325,716.96,0.763844,171.57,732.149,0.736116,209.224,810.017,0.790232,191.546,815.026,0.798104,131.145,807.545,0.708404
304.734,297.194,0.263088,216.668,304.674,0.707244,201.591,312.289,0.742011,209.129,435.493,0.764231,239.294,518.381,0.809814,234.318,289.652,0.548167,234.38,392.694,0.62398,234.357,483.202,0.536787,131.274,460.575,0.664345,111.201,463.078,0.654025,161.407,611.472,0.732326,148.695,792.436,0.777155,151.405,458.095,0.583529,186.497,591.217,0.756879,186.571,714.553,0.819343,307.173,287.131,0.27321,309.764,289.656,0.0503806,274.536,269.444,0.55123,0.0,0.0,0.0,249.425,724.525,0.799492,244.339,714.604,0.763111,171.586,732.147,0.726261,209.239,810.008,0.782509,191.564,815.028,0.791093,131.182,809.947,0.69195
297.186,299.682,0.418935,214.269,304.697,0.714557,199.083,312.241,0.749808,209.063,432.988,0.764075,236.824,515.953,0.818539,234.327,292.122,0.554062,234.385,392.66,0.604695,231.931,485.708,0.536049,131.274,460.549,0.672243,111.197,463.046,0.657946,161.417,611.454,0.73526,148.706,792.437,0.77616,151.405,458.074,0.596561,186.546,588.788,0.757856,186.553,714.54,0.815827,297.123,289.51,0.398716,309.764,289.616,0.109871,269.57,266.959,0.570425,0.0,0.0,0.0,249.43,724.532,0.791234,244.335,714.608,0.754961,171.58,732.144,0.717047,209.232,810.004,0.779861,191.559,815.024,0.785769,131.198,809.951,0.683274
297.205,299.696,0.409054,214.274,304.706,0.713842,199.077,312.252,0.748872,209.068,432.981,0.768475,236.82,515.944,0.819706,234.338,292.113,0.551406,234.371,392.622,0.626802,231.919,485.723,0.549068,131.276,460.543,0.670777,111.206,463.055,0.656971,163.847,611.448,0.73214,148.707,792.428,0.77764,151.402,458.052,0.595301,186.545,588.752,0.753615,186.544,714.543,0.814331,297.182,289.522,0.39103,309.766,289.641,0.097881,271.946,267.023,0.575534,0.0,0.0,0.0,249.42,724.533,0.793342,244.324,714.613,0.755712,171.573,732.139,0.717587,209.223,810.007,0.783066,191.553,815.022,0.788246,131.194,809.943,0.687306
294.66,307.114,0.376536,214.287,304.637,0.713875,194.173,309.818,0.765196,206.553,432.852,0.776652,236.86,518.366,0.813784,236.837,292.093,0.568805,234.356,390.105,0.699925,234.331,480.663,0.579141,131.269,460.594,0.670893,111.206,463.093,0.658343,158.921,613.89,0.718747,148.713,792.413,0.777452,151.394,458.104,0.596269,186.529,588.713,0.746015,186.576,714.525,0.817351,299.642,289.692,0.338232,0.0,0.0,0.0,272.121,269.472,0.522322,0.0,0.0,0.0,249.44,724.543,0.788294,244.349,714.614,0.754044,171.604,732.117,0.701701,209.216,810.004,0.78057,191.545,815.015,0.787894,131.207,809.94,0.684618
292.184,304.669,0.531217,214.283,304.639,0.720614,196.564,309.81,0.764354,206.604,432.832,0.772018,236.842,518.381,0.816926,236.841,292.108,0.579639,234.352,390.201,0.739761,231.941,488.185,0.612068,131.268,460.56,0.682661,111.165,463.076,0.668542,161.397,611.451,0.726054,148.718,792.419,0.782038,151.423,458.057,0.608239,186.562,586.312,0.757816,188.904,714.538,0.81844,292.157,289.633,0.475971,309.667,289.71,0.138171,269.471,266.905,0.551452,0.0,0.0,0.0,249.442,724.579,0.794034,244.36,716.974,0.757835,173.929,732.143,0.700074,209.204,810.003,0.782035,191.532,815.017,0.787058,131.204,809.941,0.685875
297.187,307.202,0.330041,216.676,304.694,0.72558,196.57,312.171,0.767473,206.602,432.876,0.77704,236.834,518.366,0.818803,236.835,292.161,0.569449,234.309,390.211,0.744613,234.268,485.734,0.60105,131.264,460.56,0.685671,111.152,463.064,0.672495,161.38,611.389,0.723478,148.715,792.41,0.78072,151.427,458.066,0.610496,186.516,588.729,0.756947,186.582,714.539,0.819452,302.193,292.109,0.295641,0.0,0.0,0.0,274.56,269.514,0.512631,0.0,0.0,0.0,249.458,724.57,0.787296,244.372,716.969,0.756715,171.604,732.137,0.706404,209.202,809.995,0.784805,191.535,815.004,0.790261,131.196,807.549,0.687206
294.63,307.232,0.317359,214.254,304.673,0.727557,194.162,312.209,0.767667,206.589,432.9,0.777344,236.83,518.386,0.818756,236.795,292.093,0.563912,234.306,390.199,0.751667,231.932,488.173,0.606588,131.24,458.094,0.690603,111.136,460.61,0.675376,161.436,608.859,0.713476,148.72,792.408,0.779761,151.401,455.607,0.613365,186.516,586.269,0.752975,186.583,714.54,0.816865,299.69,292.137,0.269733,0.0,0.0,0.0,274.605,269.584,0.472748,0.0,0.0,0.0,249.446,724.549,0.791569,244.365,716.955,0.761255,171.608,732.15,0.7119,209.212,809.998,0.780803,191.546,815.009,0.787212,131.197,807.539,0.680686
292.17,304.661,0.457801,214.259,304.664,0.72392,194.168,312.196,0.766471,206.584,432.868,0.772648,236.831,518.395,0.81787,236.816,292.102,0.57451,234.321,390.237,0.736103,231.924,488.241,0.615289,131.263,460.53,0.689532,111.162,463.044,0.674308,161.417,611.387,0.721375,148.722,792.422,0.788322,151.415,458.032,0.616473,186.519,588.713,0.757164,188.925,714.56,0.820793,292.181,289.627,0.419092,309.622,292.05,0.110027,269.564,266.975,0.538862,0.0,0.0,0.0,249.471,724.528,0.792833,244.39,714.612,0.766897,173.942,732.173,0.716312,209.214,809.997,0.783485,191.548,815.013,0.791685,131.2,809.938,0.690365
292.205,304.677,0.460912,214.249,304.659,0.72368,194.162,312.203,0.765101,206.604,432.921,0.773799,236.832,518.401,0.817356,236.805,292.081,0.573375,234.313,390.221,0.736409,231.927,488.229,0.612095,131.259,458.105,0.686916,111.166,463.043,0.671865,161.402,611.382,0.720782,148.719,792.425,0.786173,151.409,458.027,0.613709,186.532,586.311,0.758081,188.928,714.545,0.822935,292.205,289.631,0.425345,0.0,0.0,0.0,269.56,266.993,0.542427,0.0,0.0,0.0,249.464,724.523,0.795524,244.388,714.606,0.769721,173.944,732.161,0.717043,209.208,810.0,0.781148,191.542,815.017,0.788109,131.193,807.549,0.684105
292.209,304.657,0.457775,214.27,304.658,0.724878,194.167,312.218,0.768225,206.618,432.879,0.778277,236.845,518.42,0.816859,236.844,289.676,0.574297,234.301,390.169,0.746574,234.271,485.678,0.597253,131.321,455.613,0.685364,111.132,458.047,0.672298,161.433,611.322,0.719283,148.732,792.429,0.786084,153.918,455.609,0.604008,186.528,586.292,0.754915,186.588,714.516,0.817864,292.207,289.621,0.422826,309.663,292.037,0.114466,269.573,267.01,0.544556,0.0,0.0,0.0,249.437,724.52,0.796323,244.361,714.606,0.770529,173.925,732.138,0.717842,209.214,810.0,0.777374,191.541,815.02,0.784048,131.202,807.55,0.678011
297.158,307.195,0.283695,214.244,304.67,0.719826,196.591,312.306,0.753867,206.692,432.986,0.768103,236.858,518.436,0.809862,234.359,289.609,0.552195,234.308,392.639,0.69055,231.921,488.205,0.577668,131.258,458.078,0.684851,111.15,460.588,0.669439,161.43,611.364,0.72672,148.73,792.419,0.784203,151.417,455.603,0.607661,186.534,586.308,0.757461,188.915,714.506,0.816824,304.675,292.091,0.275154,0.0,0.0,0.0,274.571,269.584,0.519018,0.0,0.0,0.0,249.444,724.522,0.793333,244.368,714.608,0.767688,173.933,732.145,0.719059,209.217,810.02,0.779073,191.539,815.037,0.786017,131.199,807.539,0.678973
299.708,304.732,0.271089,214.272,304.691,0.719961,196.616,312.277,0.75533,209.047,433.016,0.771725,236.843,518.427,0.810681,234.382,289.668,0.55305,234.311,392.661,0.674723,231.925,488.168,0.576237,131.288,458.069,0.686376,111.163,460.589,0.669281,161.41,611.365,0.719362,148.722,792.413,0.788576,153.82,455.587,0.611602,186.51,586.303,0.751795,188.938,714.516,0.816859,304.71,292.043,0.287536,0.0,0.0,0.0,274.507,269.527,0.559355,0.0,0.0,0.0,249.471,724.513,0.787363,244.39,714.607,0.765585,173.969,732.171,0.713092,209.204,810.023,0.780584,191.53,815.038,0.78962,131.189,807.529,0.688341
302.167,304.738,0.235384,214.258,304.676,0.715256,196.597,312.318,0.752226,209.08,432.995,0.766964,236.829,518.384,0.811671,234.37,289.604,0.542444,234.327,390.165,0.675022,231.921,483.215,0.6029,131.264,458.088,0.684377,111.161,463.048,0.664421,161.406,611.339,0.727476,148.746,792.401,0.794097,151.422,455.594,0.608143,186.546,586.233,0.752747,188.938,714.525,0.815645,304.735,292.073,0.256783,0.0,0.0,0.0,274.575,269.576,0.549536,0.0,0.0,0.0,251.851,724.521,0.779281,246.822,714.616,0.765801,173.975,734.495,0.714881,209.211,810.036,0.782219,191.534,815.047,0.787838,131.212,807.511,0.693174
297.172,302.168,0.275881,214.263,304.692,0.715222,199.109,312.303,0.751702,209.089,432.938,0.776762,236.817,515.96,0.820688,234.325,289.647,0.544802,234.324,390.211,0.670369,234.273,483.18,0.566503,131.261,460.53,0.680101,111.177,463.06,0.661848,163.847,611.346,0.727027,148.695,792.391,0.788073,151.398,458.022,0.606143,186.54,586.26,0.75118,188.932,714.531,0.81912,299.7,289.603,0.271818,0.0,0.0,0.0,274.509,269.501,0.522499,0.0,0.0,0.0,251.842,724.535,0.77842,246.809,716.959,0.76218,173.959,734.509,0.736884,209.218,810.037,0.7875,191.537,815.043,0.792051,131.156,807.512,0.704025
297.184,302.187,0.262503,214.259,304.685,0.714809,199.105,312.303,0.751636,209.06,432.87,0.776903,236.816,515.94,0.822849,234.322,289.636,0.5443,234.324,390.258,0.65561,234.273,483.188,0.556429,131.266,460.553,0.680299,111.182,463.079,0.663206,161.422,611.362,0.729115,146.349,792.38,0.786596,151.403,458.042,0.607622,186.533,586.298,0.752481,188.943,714.523,0.822269,299.709,289.626,0.262947,0.0,0.0,0.0,274.519,269.526,0.52449,0.0,0.0,0.0,251.84,724.541,0.780767,246.808,716.96,0.761378,173.968,734.494,0.73893,209.197,810.027,0.787096,191.517,815.031,0.794284,131.141,807.508,0.709465
294.618,302.144,0.341316,214.286,304.719,0.716865,199.116,312.351,0.75208,206.667,432.895,0.785938,236.86,515.965,0.815904,234.355,289.652,0.542669,234.325,392.725,0.641588,234.314,483.205,0.538361,131.31,460.599,0.676464,111.223,465.548,0.662625,161.407,611.397,0.72899,146.34,792.392,0.78629,153.822,458.081,0.603869,186.509,588.755,0.757193,188.967,714.515,0.824856,294.722,289.594,0.313189,309.723,292.061,0.086725,274.509,269.498,0.5124,0.0,0.0,0.0,251.869,724.51,0.77737,246.84,714.599,0.76277,173.984,734.51,0.737909,209.216,810.044,0.783235,191.531,815.053,0.790006,128.802,807.514,0.715509
294.67,302.136,0.294617,216.739,304.638,0.712336,199.129,312.221,0.763465,206.612,430.482,0.78142,239.313,515.954,0.814073,236.855,289.673,0.57236,234.386,390.206,0.680359,236.78,473.16,0.531433,131.335,458.079,0.682388,111.191,458.085,0.669824,163.85,608.92,0.727735,146.312,792.366,0.778454,153.881,458.107,0.60461,186.488,588.801,0.758563,188.968,714.513,0.825462,294.72,289.587,0.287115,0.0,0.0,0.0,272.116,269.42,0.51885,0.0,0.0,0.0,251.862,724.504,0.778592,246.839,714.595,0.764317,173.987,734.502,0.741037,209.196,810.02,0.785916,191.511,815.026,0.793416,128.775,807.494,0.713834
294.604,302.148,0.305724,216.763,302.138,0.703728,201.579,309.818,0.760823,206.658,430.467,0.781196,239.307,515.943,0.812002,236.849,289.621,0.577003,236.781,392.684,0.655401,234.329,485.677,0.492471,131.328,458.045,0.680409,111.193,458.064,0.667501,161.405,611.333,0.727095,146.3,792.365,0.777586,153.867,458.061,0.602412,186.492,588.752,0.744455,188.981,714.5,0.827366,294.653,289.592,0.292026,309.692,292.053,0.0801435,272.091,269.401,0.47645,0.0,0.0,0.0,251.867,724.496,0.779427,246.849,714.584,0.7649,173.987,732.192,0.742946,209.195,810.012,0.784983,191.51,815.023,0.794216,128.766,807.491,0.713255
294.722,302.186,0.311156,216.764,302.171,0.704176,201.576,309.802,0.758531,209.061,432.928,0.779636,239.328,515.98,0.801743,236.85,292.076,0.572361,236.81,395.253,0.65003,234.359,490.684,0.500422,133.731,455.601,0.672959,111.229,458.039,0.660355,161.429,608.856,0.708939,146.301,792.375,0.777319,153.93,455.601,0.592018,186.447,586.308,0.72988,188.999,714.496,0.824076,297.205,289.593,0.303184,0.0,0.0,0.0,274.508,267.022,0.485412,0.0,0.0,0.0,251.88,722.073,0.778201,246.862,714.585,0.764417,174.014,734.499,0.736224,209.224,810.006,0.784263,191.542,815.019,0.797408,128.755,807.503,0.717506
297.184,299.7,0.352966,216.75,302.156,0.706716,199.153,309.771,0.75691,209.087,432.929,0.771671,239.343,518.367,0.800806,236.84,292.077,0.57595,236.802,395.279,0.654158,234.338,490.693,0.519897,133.732,455.598,0.674267,111.233,458.038,0.661871,161.43,608.913,0.71472,146.3,792.364,0.775847,153.928,455.595,0.592065,186.444,586.311,0.724904,189.012,714.492,0.823017,299.672,289.517,0.346871,309.795,289.69,0.0949232,272.092,266.958,0.509495,0.0,0.0,0.0,251.89,722.053,0.781148,246.871,714.575,0.76796,174.013,732.185,0.72974,209.22,810.008,0.787368,191.54,815.014,0.800337,128.753,807.499,0.725608
294.728,299.638,0.357504,216.744,302.157,0.707346,199.154,309.749,0.757993,209.104,432.898,0.774741,239.326,518.353,0.803076,236.827,292.098,0.580433,236.785,395.273,0.659977,234.367,490.663,0.522526,133.725,455.612,0.67448,111.229,458.047,0.662373,161.407,611.319,0.722817,146.306,792.373,0.775126,153.917,455.612,0.593133,186.448,588.724,0.724807,189.003,714.483,0.824186,297.162,287.125,0.348328,309.754,289.645,0.0925979,272.032,264.506,0.511369,0.0,0.0,0.0,251.888,722.065,0.781832,246.875,714.575,0.765528,174.011,732.176,0.730956,209.207,810.005,0.784721,191.53,815.019,0.797246,128.754,807.506,0.719442
297.183,297.122,0.337249,216.725,302.184,0.709688,199.127,309.697,0.75794,209.132,432.921,0.77387,239.331,518.368,0.802367,236.804,292.188,0.582185,236.782,395.27,0.655925,234.374,488.253,0.514566,133.739,455.591,0.67535,113.6,458.031,0.660312,161.421,611.347,0.718561,146.309,792.394,0.78127,153.925,455.595,0.596015,186.468,586.271,0.722729,189.004,714.485,0.823996,299.693,287.046,0.331451,309.719,289.641,0.0737803,272.109,264.459,0.491512,0.0,0.0,0.0,251.888,722.053,0.780785,246.873,714.576,0.767947,173.992,732.177,0.736223,209.222,810.006,0.78439,191.543,815.027,0.796533,128.759,807.523,0.723573
294.723,294.663,0.458303,216.672,302.178,0.706294,199.115,309.673,0.751381,209.114,432.931,0.791129,239.319,515.956,0.811522,234.349,292.203,0.58193,236.829,395.204,0.650795,234.398,483.209,0.506797,131.324,458.051,0.656472,113.647,460.578,0.643763,161.385,611.389,0.72235,146.307,792.407,0.786676,151.42,455.59,0.581637,186.463,586.273,0.719637,189.007,714.524,0.821244,294.68,282.084,0.428755,309.729,287.13,0.114483,269.417,254.466,0.529391,0.0,0.0,0.0,251.923,722.061,0.776425,246.905,714.582,0.771991,174.005,734.525,0.744995,209.245,810.064,0.793843,191.562,815.072,0.805001,128.761,807.533,0.740202
294.655,294.679,0.488026,214.28,302.142,0.707653,199.104,309.63,0.74944,209.063,432.84,0.784048,239.324,515.948,0.809309,234.327,292.194,0.590236,236.814,395.22,0.662756,234.364,488.222,0.529879,131.338,458.087,0.658903,113.651,460.592,0.644291,161.363,611.452,0.723464,146.304,792.395,0.788475,151.438,458.038,0.590711,186.466,588.711,0.729871,188.996,714.517,0.821119,292.233,282.076,0.4575,309.705,287.101,0.124204,266.943,254.397,0.546893,0.0,0.0,0.0,251.885,722.038,0.782104,246.873,714.576,0.774773,173.985,734.515,0.745398,209.209,810.056,0.795329,191.531,815.059,0.809224,128.762,807.517,0.748892
294.623,294.662,0.505975,214.275,302.139,0.707151,199.092,309.63,0.747861,209.061,432.83,0.781744,239.322,515.947,0.809391,234.324,292.191,0.588054,236.803,395.28,0.64919,234.355,488.203,0.518744,131.316,458.047,0.663299,113.631,460.544,0.647073,161.352,611.47,0.727851,146.304,792.397,0.788809,151.412,455.602,0.593123,186.479,588.707,0.73155,189.001,714.525,0.820648,292.189,282.028,0.476844,309.695,287.077,0.129102,264.456,251.984,0.558235,0.0,0.0,0.0,251.891,722.038,0.781275,246.879,714.577,0.774227,173.987,734.524,0.745152,209.21,810.052,0.795447,191.532,815.059,0.808897,128.762,807.518,0.748404
294.671,294.682,0.441859,214.267,302.157,0.706836,199.087,309.651,0.750583,209.092,432.883,0.78668,239.327,515.959,0.808272,234.314,292.188,0.586017,236.807,395.267,0.647738,234.358,488.191,0.516083,131.301,458.025,0.658296,113.633,460.542,0.645233,161.355,611.46,0.724814,146.303,792.385,0.787194,151.393,455.575,0.58365,186.466,586.291,0.72612,188.995,714.521,0.819208,294.641,282.1,0.421106,309.691,287.128,0.105799,267.007,254.431,0.537221,0.0,0.0,0.0,251.891,722.034,0.780796,246.878,714.575,0.774051,173.985,734.52,0.741562,209.213,810.056,0.795182,191.532,815.06,0.80751,128.762,807.498,0.748015
294.706,294.715,0.402842,214.27,302.176,0.705091,199.083,309.675,0.749238,209.127,432.95,0.783186,239.334,515.975,0.806665,234.321,292.193,0.579823,236.824,397.696,0.641522,234.36,488.206,0.514638,131.279,455.592,0.665803,113.614,458.082,0.650026,161.373,611.433,0.726829,146.307,792.391,0.787523,151.366,455.552,0.589913,186.461,586.278,0.727179,188.997,714.521,0.819165,294.699,284.568,0.387652,309.709,289.531,0.0942448,269.465,256.889,0.518705,0.0,0.0,0.0,251.891,722.035,0.780884,246.878,714.575,0.774559,173.99,734.524,0.740164,209.215,810.055,0.79402,191.536,815.06,0.807496,128.764,807.514,0.74617
294.632,302.169,0.493268,216.685,299.683,0.707268,196.616,307.257,0.744581,209.092,432.841,0.757339,239.361,515.976,0.799193,236.791,292.164,0.586149,236.831,400.212,0.601582,234.37,488.228,0.510939,131.291,458.04,0.684273,111.191,458.087,0.658938,161.401,613.852,0.74826,146.329,792.384,0.787481,151.429,455.615,0.615031,186.543,581.244,0.73138,189.065,714.513,0.82344,294.668,289.521,0.477399,309.77,292.11,0.112083,272.02,266.905,0.581005,0.0,0.0,0.0,251.988,722.077,0.776541,249.342,714.603,0.782172,174.058,734.531,0.751519,211.622,812.406,0.794917,191.586,815.076,0.803531,128.792,807.526,0.752774
